3405,Person,2024-10-22 07:00:50,2024-10-22 07:00:50,{"left":3937,"right":343,"top":4081,"bottom":947},,,,,
3406,Person,2024-10-22 07:00:55,2024-10-22 07:00:55,{"left":3917,"right":302,"top":4036,"bottom":729},,,,,
3407,Person,2024-10-22 07:01:17,2024-10-22 07:01:18,{"left":3917,"right":312,"top":4036,"bottom":927},{"box":{"left":3917,"right":312,"top":4036,"bottom":927},"time":1729548078089},,,,,
3408,Person,2024-10-22 07:01:20,2024-10-22 07:01:26,{"left":3606,"right":260,"top":3756,"bottom":885},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081286},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081348},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081407},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081460},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081523},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081572},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081635},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081693},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081745},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081806},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081857},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081918},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548081979},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082030},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082092},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082142},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082202},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082263},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082489},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082550},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082609},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082660},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082710},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082772},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082823},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548082884},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548083774},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548083885},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548083946},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084623},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084676},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084734},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084785},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084835},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084897},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548084947},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085008},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085060},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085120},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085172},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085221},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085282},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085344},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085394},{"box":{"left":3606,"right":260,"top":3756,"bottom":885},"time":1729548085455},,,,,
3410,Person,2024-10-22 07:02:12,2024-10-22 07:02:14,{"left":3525,"right":354,"top":3668,"bottom":937},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548133554},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548133614},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548133788},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548133838},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548133951},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134064},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134124},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134175},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134236},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134286},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134460},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134515},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134632},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134683},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134745},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134796},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134857},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134908},{"box":{"left":3525,"right":354,"top":3668,"bottom":937},"time":1729548134969},,,,,
3411,Person,2024-10-22 07:02:14,2024-10-22 07:02:14,{"left":4100,"right":333,"top":4262,"bottom":968},,,,,
3412,Person,2024-10-22 07:03:00,2024-10-22 07:03:03,{"left":3862,"right":375,"top":4062,"bottom":1000},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180576},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180627},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180688},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180741},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180805},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180856},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180905},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548180967},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181027},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181078},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181139},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181199},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181252},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181312},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181363},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181424},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181476},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181535},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181586},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181647},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181697},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181759},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181809},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181871},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181921},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548181982},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182043},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182094},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182155},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182205},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182266},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182327},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182379},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182439},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182500},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182552},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182611},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182662},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182723},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182784},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182835},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548182948},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183059},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183119},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183170},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183233},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183293},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183341},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183391},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183453},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183504},{"box":{"left":3862,"right":375,"top":4062,"bottom":1000},"time":1729548183566},,,,,
3413,Person,2024-10-22 07:03:18,2024-10-22 07:03:19,{"left":3581,"right":260,"top":3692,"bottom":864},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548198736},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548198799},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548198859},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548198910},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548198970},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199020},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199071},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199131},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199578},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199628},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199688},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199802},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199861},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199912},{"box":{"left":3581,"right":260,"top":3692,"bottom":864},"time":1729548199973},,,,,
3414,Person,2024-10-22 07:03:21,2024-10-22 07:03:32,{"left":3287,"right":270,"top":3406,"bottom":885},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548202815},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548202866},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548202928},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548202978},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203039},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203099},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203150},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203212},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203273},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203324},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203385},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203435},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203547},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203608},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203658},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203719},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203771},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203832},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203881},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548203994},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204055},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204281},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204340},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204390},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204450},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204504},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204564},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204614},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204677},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204737},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204790},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204848},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204899},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548204961},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205011},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205073},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205133},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205184},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205234},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205296},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205346},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205407},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205458},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205520},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205570},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205633},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205684},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205744},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205804},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205855},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205907},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548205967},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206017},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206080},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206130},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206182},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206243},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206303},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206354},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206415},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206466},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206528},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206579},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206640},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206691},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206753},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206804},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206864},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206924},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548206975},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207036},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207087},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207148},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207200},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207260},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207311},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207371},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207423},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207484},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207534},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207596},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207656},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207708},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207768},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207819},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207880},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207930},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548207993},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208052},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208103},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208165},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208217},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208279},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208330},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208391},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208441},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208500},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208561},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208612},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208840},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208899},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548208949},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209011},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209062},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209123},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209183},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209234},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209295},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209345},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209408},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209458},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209519},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209580},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209632},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209693},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209743},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209805},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209866},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209919},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548209978},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210030},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210090},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210140},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210193},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210306},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210355},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210416},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210465},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210527},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210588},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210639},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210699},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210760},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210821},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548210873},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548211719},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548211779},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548211830},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548211940},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548212004},{"box":{"left":3287,"right":270,"top":3406,"bottom":885},"time":1729548212012},,,,,
3415,Person,2024-10-22 07:03:34,2024-10-22 07:03:38,{"left":3156,"right":375,"top":3300,"bottom":979},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215139},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215201},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215251},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215313},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215374},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215425},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215485},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215537},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215587},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215649},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215700},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215761},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215813},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215872},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215923},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548215984},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216044},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216095},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216156},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216218},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216269},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216330},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216380},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216441},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216502},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216555},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216615},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216665},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216718},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216779},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216840},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216891},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548216954},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217013},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217064},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217125},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217176},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217240},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217299},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217351},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217412},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217463},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217514},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217575},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217688},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217912},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548217961},{"box":{"left":3156,"right":375,"top":3300,"bottom":979},"time":1729548218074},,,,,
