placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-06-06 00:00:00,2026-06-06 01:00:00,0
fukui-station-east-entrance,Person,2026-06-06 01:00:00,2026-06-06 02:00:00,2
fukui-station-east-entrance,Person,2026-06-06 02:00:00,2026-06-06 03:00:00,0
fukui-station-east-entrance,Person,2026-06-06 03:00:00,2026-06-06 04:00:00,0
fukui-station-east-entrance,Person,2026-06-06 04:00:00,2026-06-06 05:00:00,37
fukui-station-east-entrance,Person,2026-06-06 05:00:00,2026-06-06 06:00:00,105
fukui-station-east-entrance,Person,2026-06-06 06:00:00,2026-06-06 07:00:00,155
fukui-station-east-entrance,Person,2026-06-06 07:00:00,2026-06-06 08:00:00,145
fukui-station-east-entrance,Person,2026-06-06 08:00:00,2026-06-06 09:00:00,457
fukui-station-east-entrance,Person,2026-06-06 09:00:00,2026-06-06 10:00:00,900
fukui-station-east-entrance,Person,2026-06-06 10:00:00,2026-06-06 11:00:00,993
fukui-station-east-entrance,Person,2026-06-06 11:00:00,2026-06-06 12:00:00,799
fukui-station-east-entrance,Person,2026-06-06 12:00:00,2026-06-06 13:00:00,816
fukui-station-east-entrance,Person,2026-06-06 13:00:00,2026-06-06 14:00:00,889
fukui-station-east-entrance,Person,2026-06-06 14:00:00,2026-06-06 15:00:00,1066
fukui-station-east-entrance,Person,2026-06-06 15:00:00,2026-06-06 16:00:00,871
fukui-station-east-entrance,Person,2026-06-06 16:00:00,2026-06-06 17:00:00,1284
fukui-station-east-entrance,Person,2026-06-06 17:00:00,2026-06-06 18:00:00,1080
fukui-station-east-entrance,Person,2026-06-06 18:00:00,2026-06-06 19:00:00,779
fukui-station-east-entrance,Person,2026-06-06 19:00:00,2026-06-06 20:00:00,274
fukui-station-east-entrance,Person,2026-06-06 20:00:00,2026-06-06 21:00:00,260
fukui-station-east-entrance,Person,2026-06-06 21:00:00,2026-06-06 22:00:00,206
fukui-station-east-entrance,Person,2026-06-06 22:00:00,2026-06-06 23:00:00,102
fukui-station-east-entrance,Person,2026-06-06 23:00:00,2026-06-07 00:00:00,9
