placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2025-03-04 00:00:00,2025-03-04 01:00:00,0
fukui-station-east-entrance,Person,2025-03-04 01:00:00,2025-03-04 02:00:00,0
fukui-station-east-entrance,Person,2025-03-04 02:00:00,2025-03-04 03:00:00,0
fukui-station-east-entrance,Person,2025-03-04 03:00:00,2025-03-04 04:00:00,0
fukui-station-east-entrance,Person,2025-03-04 04:00:00,2025-03-04 05:00:00,0
fukui-station-east-entrance,Person,2025-03-04 05:00:00,2025-03-04 06:00:00,5
fukui-station-east-entrance,Person,2025-03-04 06:00:00,2025-03-04 07:00:00,65
fukui-station-east-entrance,Person,2025-03-04 07:00:00,2025-03-04 08:00:00,115
fukui-station-east-entrance,Person,2025-03-04 08:00:00,2025-03-04 09:00:00,177
fukui-station-east-entrance,Person,2025-03-04 09:00:00,2025-03-04 10:00:00,409
fukui-station-east-entrance,Person,2025-03-04 10:00:00,2025-03-04 11:00:00,419
