placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-05-12 00:00:00,2025-05-12 01:00:00,0
tojinbo-shotaro,Person,2025-05-12 01:00:00,2025-05-12 02:00:00,0
tojinbo-shotaro,Person,2025-05-12 02:00:00,2025-05-12 03:00:00,0
tojinbo-shotaro,Person,2025-05-12 03:00:00,2025-05-12 04:00:00,3
tojinbo-shotaro,Person,2025-05-12 04:00:00,2025-05-12 05:00:00,0
tojinbo-shotaro,Person,2025-05-12 05:00:00,2025-05-12 06:00:00,13
tojinbo-shotaro,Person,2025-05-12 06:00:00,2025-05-12 07:00:00,136
tojinbo-shotaro,Person,2025-05-12 07:00:00,2025-05-12 08:00:00,68
tojinbo-shotaro,Person,2025-05-12 08:00:00,2025-05-12 09:00:00,416
tojinbo-shotaro,Person,2025-05-12 09:00:00,2025-05-12 10:00:00,449
tojinbo-shotaro,Person,2025-05-12 10:00:00,2025-05-12 11:00:00,536
