placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-10-01 00:00:00,2025-10-02 00:00:00,88,0,23,7,8,10,5,2,1,2,0,3,3,3,6,3,2,2,7,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2025-10-02 00:00:00,2025-10-03 00:00:00,137,0,30,11,10,13,18,7,7,1,0,3,6,5,10,8,3,3,1,0,0,0,0,0,0,1,0,0
tojinbo-shotaro,Face,2025-10-03 00:00:00,2025-10-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-10-04 00:00:00,2025-10-05 00:00:00,124,0,37,14,15,22,5,4,2,2,0,2,6,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-10-05 00:00:00,2025-10-06 00:00:00,132,0,25,8,14,20,8,4,5,2,0,3,8,5,13,9,2,2,2,0,2,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-10-06 00:00:00,2025-10-07 00:00:00,141,0,36,17,10,15,7,2,1,0,0,5,4,6,14,14,3,5,0,0,0,0,0,1,1,0,0,0
tojinbo-shotaro,Face,2025-10-07 00:00:00,2025-10-08 00:00:00,94,0,16,11,11,9,6,3,3,2,0,5,8,5,9,4,0,1,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-10-08 00:00:00,2025-10-09 00:00:00,221,2,49,18,18,20,24,7,10,5,0,11,13,14,12,8,3,1,4,0,0,0,1,0,0,0,0,1
tojinbo-shotaro,Face,2025-10-09 00:00:00,2025-10-10 00:00:00,134,0,29,11,17,15,13,5,5,3,0,2,3,2,8,9,3,6,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-10-10 00:00:00,2025-10-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
