placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2025-03-01 00:00:00,2025-03-02 00:00:00,638,0,152,57,95,78,37,16,13,5,0,22,43,55,34,17,7,6,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-02 00:00:00,2025-03-03 00:00:00,218,0,34,30,26,35,23,6,4,3,0,7,11,13,11,6,6,1,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-03 00:00:00,2025-03-04 00:00:00,68,0,24,9,8,9,2,0,1,1,0,1,2,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-04 00:00:00,2025-03-05 00:00:00,49,0,6,5,6,6,2,3,2,3,0,3,2,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-05 00:00:00,2025-03-06 00:00:00,49,0,12,6,9,2,3,3,2,1,0,2,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-06 00:00:00,2025-03-07 00:00:00,156,0,20,14,13,11,5,8,5,7,0,15,10,5,11,11,10,8,1,0,0,0,1,0,1,0,0,0
tojinbo-shotaro,Face,2025-03-07 00:00:00,2025-03-08 00:00:00,271,0,49,23,30,20,9,8,5,8,0,19,19,32,19,11,6,4,8,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-08 00:00:00,2025-03-09 00:00:00,456,0,94,46,53,42,26,16,12,12,0,18,39,33,30,16,7,9,3,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-09 00:00:00,2025-03-10 00:00:00,492,0,121,85,64,37,26,17,11,7,0,17,22,30,26,17,9,1,2,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2025-03-10 00:00:00,2025-03-11 00:00:00,283,0,76,26,28,32,17,12,9,1,0,13,15,16,13,8,7,5,2,0,1,0,1,1,0,0,0,0
tojinbo-shotaro,Face,2025-03-11 00:00:00,2025-03-12 00:00:00,328,0,71,38,49,28,9,7,5,5,0,21,27,31,20,9,5,1,2,0,0,0,0,0,0,0,0,0
