placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2024-12-07 00:00:00,2024-12-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 01:00:00,2024-12-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 02:00:00,2024-12-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 03:00:00,2024-12-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 04:00:00,2024-12-07 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 05:00:00,2024-12-07 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 06:00:00,2024-12-07 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 07:00:00,2024-12-07 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 08:00:00,2024-12-07 09:00:00,23,0,6,1,3,3,2,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 09:00:00,2024-12-07 10:00:00,72,0,36,4,4,8,3,0,2,0,0,6,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 10:00:00,2024-12-07 11:00:00,86,2,21,4,5,12,4,6,3,2,0,10,1,4,6,2,1,3,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 11:00:00,2024-12-07 12:00:00,100,2,29,7,8,6,10,4,6,2,0,5,5,1,8,4,2,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 12:00:00,2024-12-07 13:00:00,98,1,25,12,7,16,4,4,1,2,0,5,4,4,7,2,2,2,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 13:00:00,2024-12-07 14:00:00,82,1,32,5,3,7,8,3,1,0,0,7,4,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 14:00:00,2024-12-07 15:00:00,93,1,27,9,3,6,5,3,3,2,0,9,5,5,6,4,3,0,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 15:00:00,2024-12-07 16:00:00,116,2,29,4,6,18,5,4,5,1,1,17,5,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 16:00:00,2024-12-07 17:00:00,78,0,21,4,1,7,9,5,0,1,0,5,2,7,8,6,1,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 17:00:00,2024-12-07 18:00:00,79,2,22,5,6,5,7,5,1,1,0,10,4,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 18:00:00,2024-12-07 19:00:00,50,0,17,1,3,5,0,5,1,0,0,9,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 19:00:00,2024-12-07 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 20:00:00,2024-12-07 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 21:00:00,2024-12-07 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 22:00:00,2024-12-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2024-12-07 23:00:00,2024-12-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
