placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-08-18 00:00:00,2026-08-18 01:00:00,0
fukui-station-east-entrance,Person,2026-08-18 01:00:00,2026-08-18 02:00:00,0
fukui-station-east-entrance,Person,2026-08-18 02:00:00,2026-08-18 03:00:00,0
fukui-station-east-entrance,Person,2026-08-18 03:00:00,2026-08-18 04:00:00,0
fukui-station-east-entrance,Person,2026-08-18 04:00:00,2026-08-18 05:00:00,0
fukui-station-east-entrance,Person,2026-08-18 05:00:00,2026-08-18 06:00:00,23
fukui-station-east-entrance,Person,2026-08-18 06:00:00,2026-08-18 07:00:00,184
fukui-station-east-entrance,Person,2026-08-18 07:00:00,2026-08-18 08:00:00,320
fukui-station-east-entrance,Person,2026-08-18 08:00:00,2026-08-18 09:00:00,891
fukui-station-east-entrance,Person,2026-08-18 09:00:00,2026-08-18 10:00:00,871
fukui-station-east-entrance,Person,2026-08-18 10:00:00,2026-08-18 11:00:00,739
fukui-station-east-entrance,Person,2026-08-18 11:00:00,2026-08-18 12:00:00,812
fukui-station-east-entrance,Person,2026-08-18 12:00:00,2026-08-18 13:00:00,910
fukui-station-east-entrance,Person,2026-08-18 13:00:00,2026-08-18 14:00:00,915
fukui-station-east-entrance,Person,2026-08-18 14:00:00,2026-08-18 15:00:00,1195
fukui-station-east-entrance,Person,2026-08-18 15:00:00,2026-08-18 16:00:00,1222
fukui-station-east-entrance,Person,2026-08-18 16:00:00,2026-08-18 17:00:00,1292
fukui-station-east-entrance,Person,2026-08-18 17:00:00,2026-08-18 18:00:00,1394
fukui-station-east-entrance,Person,2026-08-18 18:00:00,2026-08-18 19:00:00,683
fukui-station-east-entrance,Person,2026-08-18 19:00:00,2026-08-18 20:00:00,250
fukui-station-east-entrance,Person,2026-08-18 20:00:00,2026-08-18 21:00:00,156
fukui-station-east-entrance,Person,2026-08-18 21:00:00,2026-08-18 22:00:00,74
fukui-station-east-entrance,Person,2026-08-18 22:00:00,2026-08-18 23:00:00,84
fukui-station-east-entrance,Person,2026-08-18 23:00:00,2026-08-19 00:00:00,5
