placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-08-13 00:00:00,2026-08-13 01:00:00,0
fukui-station-east-entrance,Person,2026-08-13 01:00:00,2026-08-13 02:00:00,0
fukui-station-east-entrance,Person,2026-08-13 02:00:00,2026-08-13 03:00:00,0
fukui-station-east-entrance,Person,2026-08-13 03:00:00,2026-08-13 04:00:00,0
fukui-station-east-entrance,Person,2026-08-13 04:00:00,2026-08-13 05:00:00,0
fukui-station-east-entrance,Person,2026-08-13 05:00:00,2026-08-13 06:00:00,36
fukui-station-east-entrance,Person,2026-08-13 06:00:00,2026-08-13 07:00:00,145
fukui-station-east-entrance,Person,2026-08-13 07:00:00,2026-08-13 08:00:00,447
fukui-station-east-entrance,Person,2026-08-13 08:00:00,2026-08-13 09:00:00,1005
fukui-station-east-entrance,Person,2026-08-13 09:00:00,2026-08-13 10:00:00,1470
fukui-station-east-entrance,Person,2026-08-13 10:00:00,2026-08-13 11:00:00,1608
fukui-station-east-entrance,Person,2026-08-13 11:00:00,2026-08-13 12:00:00,1504
fukui-station-east-entrance,Person,2026-08-13 12:00:00,2026-08-13 13:00:00,1673
fukui-station-east-entrance,Person,2026-08-13 13:00:00,2026-08-13 14:00:00,1709
fukui-station-east-entrance,Person,2026-08-13 14:00:00,2026-08-13 15:00:00,1563
fukui-station-east-entrance,Person,2026-08-13 15:00:00,2026-08-13 16:00:00,1709
fukui-station-east-entrance,Person,2026-08-13 16:00:00,2026-08-13 17:00:00,1667
fukui-station-east-entrance,Person,2026-08-13 17:00:00,2026-08-13 18:00:00,1564
fukui-station-east-entrance,Person,2026-08-13 18:00:00,2026-08-13 19:00:00,1085
fukui-station-east-entrance,Person,2026-08-13 19:00:00,2026-08-13 20:00:00,334
fukui-station-east-entrance,Person,2026-08-13 20:00:00,2026-08-13 21:00:00,402
fukui-station-east-entrance,Person,2026-08-13 21:00:00,2026-08-13 22:00:00,237
fukui-station-east-entrance,Person,2026-08-13 22:00:00,2026-08-13 23:00:00,107
fukui-station-east-entrance,Person,2026-08-13 23:00:00,2026-08-14 00:00:00,3
