placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-06-10 12:00:00,2026-06-10 12:05:00,132
tojinbo-shotaro,Person,2026-06-10 12:05:00,2026-06-10 12:10:00,89
tojinbo-shotaro,Person,2026-06-10 12:10:00,2026-06-10 12:15:00,98
tojinbo-shotaro,Person,2026-06-10 12:15:00,2026-06-10 12:20:00,42
tojinbo-shotaro,Person,2026-06-10 12:20:00,2026-06-10 12:25:00,81
tojinbo-shotaro,Person,2026-06-10 12:25:00,2026-06-10 12:30:00,72
tojinbo-shotaro,Person,2026-06-10 12:30:00,2026-06-10 12:35:00,90
tojinbo-shotaro,Person,2026-06-10 12:35:00,2026-06-10 12:40:00,142
tojinbo-shotaro,Person,2026-06-10 12:40:00,2026-06-10 12:45:00,116
tojinbo-shotaro,Person,2026-06-10 12:45:00,2026-06-10 12:50:00,65
tojinbo-shotaro,Person,2026-06-10 12:50:00,2026-06-10 12:55:00,65
tojinbo-shotaro,Person,2026-06-10 12:55:00,2026-06-10 13:00:00,56
