placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-04-27 14:00:00,2026-04-27 14:05:00,63
tojinbo-shotaro,Person,2026-04-27 14:05:00,2026-04-27 14:10:00,82
tojinbo-shotaro,Person,2026-04-27 14:10:00,2026-04-27 14:15:00,56
tojinbo-shotaro,Person,2026-04-27 14:15:00,2026-04-27 14:20:00,64
tojinbo-shotaro,Person,2026-04-27 14:20:00,2026-04-27 14:25:00,85
tojinbo-shotaro,Person,2026-04-27 14:25:00,2026-04-27 14:30:00,78
tojinbo-shotaro,Person,2026-04-27 14:30:00,2026-04-27 14:35:00,50
tojinbo-shotaro,Person,2026-04-27 14:35:00,2026-04-27 14:40:00,36
tojinbo-shotaro,Person,2026-04-27 14:40:00,2026-04-27 14:45:00,32
tojinbo-shotaro,Person,2026-04-27 14:45:00,2026-04-27 14:50:00,58
tojinbo-shotaro,Person,2026-04-27 14:50:00,2026-04-27 14:55:00,52
tojinbo-shotaro,Person,2026-04-27 14:55:00,2026-04-27 15:00:00,82
