placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:00:00,2024-11-04 10:05:00,20,0,0,1,0,1,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:05:00,2024-11-04 10:10:00,8,0,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:10:00,2024-11-04 10:15:00,30,0,1,1,2,0,1,3,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:15:00,2024-11-04 10:20:00,24,0,1,1,0,1,0,1,7,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:20:00,2024-11-04 10:25:00,31,0,0,2,1,1,3,3,16,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:25:00,2024-11-04 10:30:00,28,0,2,1,2,1,0,4,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:30:00,2024-11-04 10:35:00,27,0,8,1,0,0,1,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:35:00,2024-11-04 10:40:00,31,0,2,1,1,0,2,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:40:00,2024-11-04 10:45:00,24,0,0,0,1,2,1,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:45:00,2024-11-04 10:50:00,21,0,1,0,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:50:00,2024-11-04 10:55:00,28,0,2,3,0,1,2,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-04 10:55:00,2024-11-04 11:00:00,27,1,1,0,1,0,1,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
