5,Person,2024-10-30 04:04:35,2024-10-30 04:04:36,{"left":3668,"right":109,"top":3824,"bottom":931},{"box":{"left":3668,"right":109,"top":3824,"bottom":931},"time":1730228676020},,,,,
6,Person,2024-10-30 04:04:49,2024-10-30 04:04:54,{"left":4247,"right":603,"top":4704,"bottom":2903},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228689519},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228689671},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228689821},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228689982},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690183},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690334},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690484},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690645},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690847},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228690997},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228691148},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228691350},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228691502},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228691663},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228691813},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692014},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692165},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692316},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692527},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692678},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692829},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228692980},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693181},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693332},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693494},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693643},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693844},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228693996},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228694147},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228694348},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228694509},{"box":{"left":4247,"right":603,"top":4704,"bottom":2903},"time":1730228694659},,,,,
