60,Person,2024-10-29 06:24:16,2024-10-29 06:24:18,{"left":3350,"right":291,"top":3531,"bottom":833},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150656788},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150656848},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150656899},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150656961},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657011},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657184},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657235},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657297},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657356},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657408},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657802},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150657853},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150658249},{"box":{"left":3350,"right":291,"top":3531,"bottom":833},"time":1730150658308},,,,,
61,Person,2024-10-29 06:24:26,2024-10-29 06:24:29,{"left":3842,"right":260,"top":3980,"bottom":812},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667213},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667263},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667323},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667376},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667436},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667769},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667821},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667881},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150667932},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668166},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668218},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668277},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668328},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668389},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668663},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150668774},{"box":{"left":3842,"right":260,"top":3980,"bottom":812},"time":1730150669279},,,,,
