58,Person,2024-10-29 06:17:38,2024-10-29 06:17:40,{"left":3350,"right":291,"top":3537,"bottom":822},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258518},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258569},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258630},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258682},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258903},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150258955},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259014},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259074},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259136},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259520},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259582},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150259975},{"box":{"left":3350,"right":291,"top":3537,"bottom":822},"time":1730150260037},,,,,
59,Person,2024-10-29 06:18:10,2024-10-29 06:18:11,{"left":3793,"right":260,"top":3906,"bottom":802},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290517},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290578},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290638},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290690},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290750},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290801},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290861},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290912},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150290973},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291033},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291086},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291146},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291198},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291250},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291363},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291413},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291474},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291525},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291586},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291637},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291698},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291809},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291860},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291920},{"box":{"left":3793,"right":260,"top":3906,"bottom":802},"time":1730150291971},,,,,
