631,LicensePlate,2025-01-12 15:10:18,2025-01-12 15:10:22,"{""box"":{""left"":2538,""right"":6648,""top"":2799,""bottom"":6951},""time"":1736662218515}",,,金沢,331,と
632,LicensePlate,2025-01-12 15:10:29,2025-01-12 15:10:32,"{""box"":{""left"":5905,""right"":7567,""top"":6582,""bottom"":8961},""time"":1736662229782}",,,1,7,8
