placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-08-27 15:00:00,2026-08-27 15:05:00,78
tojinbo-shotaro,Person,2026-08-27 15:05:00,2026-08-27 15:10:00,91
tojinbo-shotaro,Person,2026-08-27 15:10:00,2026-08-27 15:15:00,114
tojinbo-shotaro,Person,2026-08-27 15:15:00,2026-08-27 15:20:00,98
tojinbo-shotaro,Person,2026-08-27 15:20:00,2026-08-27 15:25:00,164
tojinbo-shotaro,Person,2026-08-27 15:25:00,2026-08-27 15:30:00,131
tojinbo-shotaro,Person,2026-08-27 15:30:00,2026-08-27 15:35:00,103
tojinbo-shotaro,Person,2026-08-27 15:35:00,2026-08-27 15:40:00,91
tojinbo-shotaro,Person,2026-08-27 15:40:00,2026-08-27 15:45:00,114
tojinbo-shotaro,Person,2026-08-27 15:45:00,2026-08-27 15:50:00,88
tojinbo-shotaro,Person,2026-08-27 15:50:00,2026-08-27 15:55:00,161
tojinbo-shotaro,Person,2026-08-27 15:55:00,2026-08-27 16:00:00,91
