placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:00:00,2024-11-03 15:05:00,22,0,4,0,1,2,1,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:05:00,2024-11-03 15:10:00,16,0,1,1,1,2,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:10:00,2024-11-03 15:15:00,14,0,0,1,1,1,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:15:00,2024-11-03 15:20:00,28,0,3,1,0,2,1,3,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:20:00,2024-11-03 15:25:00,21,0,1,0,0,1,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:25:00,2024-11-03 15:30:00,32,0,3,4,3,0,1,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:30:00,2024-11-03 15:35:00,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:35:00,2024-11-03 15:40:00,11,0,1,1,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:40:00,2024-11-03 15:45:00,10,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:45:00,2024-11-03 15:50:00,17,0,1,1,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:50:00,2024-11-03 15:55:00,23,0,1,1,1,0,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-1-gate,Face,2024-11-03 15:55:00,2024-11-03 16:00:00,17,0,0,0,0,0,1,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
