864,LicensePlate,2024-11-03 12:25:02,2024-11-03 12:25:29,"{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604302610},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604304009},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604305015},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604306022},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604307030},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604308034},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604310035},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604311046},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604313005},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604314009},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604315014},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604316015},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604317019},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604318021},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604320028},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604322037},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604324038},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604325039},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604327007},{""box"":{""left"":1292,""right"":4030,""top"":1595,""bottom"":4407},""time"":1730604328018}",,,堺,300,ふ
865,LicensePlate,2024-11-03 12:26:33,2024-11-03 12:26:43,"{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604393862},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604395028},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604396034},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604398010},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604399037},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604400044},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604402008},{""box"":{""left"":2033,""right"":4105,""top"":2384,""bottom"":4409},""time"":1730604403016}",,,姫路,301,な
866,LicensePlate,2024-11-03 12:26:58,2024-11-03 12:27:07,"{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604418852},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604420021},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604421028},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604423002},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604425008},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604426036},{""box"":{""left"":1793,""right"":4010,""top"":2048,""bottom"":4317},""time"":1730604427045}",,,金沢,300,つ
867,LicensePlate,2024-11-03 12:27:11,2024-11-03 12:27:17,"{""box"":{""left"":2781,""right"":4307,""top"":3176,""bottom"":4821},""time"":1730604431755},{""box"":{""left"":2781,""right"":4307,""top"":3176,""bottom"":4821},""time"":1730604433026},{""box"":{""left"":2781,""right"":4307,""top"":3176,""bottom"":4821},""time"":1730604435002},{""box"":{""left"":2781,""right"":4307,""top"":3176,""bottom"":4821},""time"":1730604437005}",,,世田谷,304,も
868,LicensePlate,2024-11-03 12:27:20,2024-11-03 12:27:27,"{""box"":{""left"":2376,""right"":3987,""top"":2764,""bottom"":4431},""time"":1730604440917},{""box"":{""left"":2376,""right"":3987,""top"":2764,""bottom"":4431},""time"":1730604442015},{""box"":{""left"":2376,""right"":3987,""top"":2764,""bottom"":4431},""time"":1730604443023},{""box"":{""left"":2376,""right"":3987,""top"":2764,""bottom"":4431},""time"":1730604445027},{""box"":{""left"":2376,""right"":3987,""top"":2764,""bottom"":4431},""time"":1730604447032}",,,奈良,338,ふ
870,LicensePlate,2024-11-03 12:27:30,2024-11-03 12:27:37,"{""box"":{""left"":2258,""right"":4211,""top"":2621,""bottom"":4738},""time"":1730604450871},{""box"":{""left"":2258,""right"":4211,""top"":2621,""bottom"":4738},""time"":1730604452041},{""box"":{""left"":2258,""right"":4211,""top"":2621,""bottom"":4738},""time"":1730604453049},{""box"":{""left"":2258,""right"":4211,""top"":2621,""bottom"":4738},""time"":1730604455013},{""box"":{""left"":2258,""right"":4211,""top"":2621,""bottom"":4738},""time"":1730604456020}",,,滋賀,335,の
872,LicensePlate,2024-11-03 12:27:41,2024-11-03 12:27:51,"{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604461278},{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604463049},{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604465045},{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604467012},{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604468020},{""box"":{""left"":1468,""right"":4039,""top"":1737,""bottom"":4336},""time"":1730604470027}",,,福岡,500,わ
874,LicensePlate,2024-11-03 12:28:43,2024-11-03 12:28:54,"{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604523121},{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604525025},{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604527029},{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604529003},{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604531009},{""box"":{""left"":1466,""right"":4005,""top"":1746,""bottom"":4289},""time"":1730604533014}",,,福井,530,ら
876,LicensePlate,2024-11-03 12:28:57,2024-11-03 12:29:03,"{""box"":{""left"":1589,""right"":3951,""top"":2003,""bottom"":4457},""time"":1730604537484},{""box"":{""left"":1589,""right"":3951,""top"":2003,""bottom"":4457},""time"":1730604539018},{""box"":{""left"":1589,""right"":3951,""top"":2003,""bottom"":4457},""time"":1730604540035},{""box"":{""left"":1589,""right"":3951,""top"":2003,""bottom"":4457},""time"":1730604542002},{""box"":{""left"":1589,""right"":3951,""top"":2003,""bottom"":4457},""time"":1730604543013}",,,福井,507,の
878,LicensePlate,2024-11-03 12:29:07,2024-11-03 12:29:15,"{""box"":{""left"":1673,""right"":3930,""top"":2068,""bottom"":4398},""time"":1730604547589},{""box"":{""left"":1673,""right"":3930,""top"":2068,""bottom"":4398},""time"":1730604549024},{""box"":{""left"":1673,""right"":3930,""top"":2068,""bottom"":4398},""time"":1730604551002},{""box"":{""left"":1673,""right"":3930,""top"":2068,""bottom"":4398},""time"":1730604553008},{""box"":{""left"":1673,""right"":3930,""top"":2068,""bottom"":4398},""time"":1730604554018}",,,名古屋,302,わ
