4,Face,2024-11-03 08:49:27,2024-11-03 08:49:27,"{""box"":{""left"":1290,""right"":992,""top"":1680,""bottom"":1467},""time"":1730591367431}",45,54,male,,,
5,Face,2024-11-03 08:49:31,2024-11-03 08:49:31,"{""box"":{""left"":2603,""right"":1476,""top"":2956,""bottom"":1945},""time"":1730591371097}",65,,male,,,
