136,LicensePlate,2025-01-23 11:56:37,2025-01-23 11:56:44,"{""box"":{""left"":2220,""right"":6676,""top"":2480,""bottom"":6948},""time"":1737600997786}",,,福井,330,ち
137,LicensePlate,2025-01-23 11:56:45,2025-01-23 11:56:49,"{""box"":{""left"":6061,""right"":7974,""top"":6696,""bottom"":9190},""time"":1737601005338}",,,7,3,3
