146,LicensePlate,2025-01-23 12:20:29,2025-01-23 12:20:37,"{""box"":{""left"":2321,""right"":6833,""top"":2605,""bottom"":7141},""time"":1737602429831}",,,福山,330,て
147,LicensePlate,2025-01-23 12:20:37,2025-01-23 12:20:42,"{""box"":{""left"":5667,""right"":8514,""top"":6313,""bottom"":9671},""time"":1737602437962}",,,7,37,3
