placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2024-10-24 14:00:00,2024-10-24 14:05:00,129
tojinbo-shotaro,Person,2024-10-24 14:05:00,2024-10-24 14:10:00,111
tojinbo-shotaro,Person,2024-10-24 14:10:00,2024-10-24 14:15:00,101
tojinbo-shotaro,Person,2024-10-24 14:15:00,2024-10-24 14:20:00,73
tojinbo-shotaro,Person,2024-10-24 14:20:00,2024-10-24 14:25:00,52
tojinbo-shotaro,Person,2024-10-24 14:25:00,2024-10-24 14:30:00,0
tojinbo-shotaro,Person,2024-10-24 14:30:00,2024-10-24 14:35:00,0
tojinbo-shotaro,Person,2024-10-24 14:35:00,2024-10-24 14:40:00,0
tojinbo-shotaro,Person,2024-10-24 14:40:00,2024-10-24 14:45:00,40
tojinbo-shotaro,Person,2024-10-24 14:45:00,2024-10-24 14:50:00,98
tojinbo-shotaro,Person,2024-10-24 14:50:00,2024-10-24 14:55:00,39
tojinbo-shotaro,Person,2024-10-24 14:55:00,2024-10-24 15:00:00,30
