placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-02-24 00:00:00,2025-02-24 01:00:00,0
tojinbo-shotaro,Person,2025-02-24 01:00:00,2025-02-24 02:00:00,0
tojinbo-shotaro,Person,2025-02-24 02:00:00,2025-02-24 03:00:00,2
tojinbo-shotaro,Person,2025-02-24 03:00:00,2025-02-24 04:00:00,8
tojinbo-shotaro,Person,2025-02-24 04:00:00,2025-02-24 05:00:00,1
tojinbo-shotaro,Person,2025-02-24 05:00:00,2025-02-24 06:00:00,0
tojinbo-shotaro,Person,2025-02-24 06:00:00,2025-02-24 07:00:00,74
tojinbo-shotaro,Person,2025-02-24 07:00:00,2025-02-24 08:00:00,78
tojinbo-shotaro,Person,2025-02-24 08:00:00,2025-02-24 09:00:00,310
tojinbo-shotaro,Person,2025-02-24 09:00:00,2025-02-24 10:00:00,324
