150,LicensePlate,2025-01-07 13:10:06,2025-01-07 13:10:10,"{""box"":{""left"":2582,""right"":6656,""top"":2836,""bottom"":7012},""time"":1736223006456}",,,堺,300,あ
151,LicensePlate,2025-01-07 13:10:11,2025-01-07 13:10:14,"{""box"":{""left"":6238,""right"":7825,""top"":6738,""bottom"":9036},""time"":1736223011959}",,,1,4,0
