564,LicensePlate,2024-11-28 14:36:15,2024-11-28 14:36:31,"{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772175676},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772176242},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772177009},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772178008},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772179005},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772180013},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772181021},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772182202},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772183039},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772184034},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772185036},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772186043},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772187015},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772188009},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772189017},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772190016},{""box"":{""left"":2719,""right"":6419,""top"":3029,""bottom"":6762},""time"":1732772191015}",,,2,30,あ
565,LicensePlate,2024-11-28 14:36:18,2024-11-28 14:36:18,"{""box"":{""left"":3401,""right"":6153,""top"":4253,""bottom"":6790},""time"":1732772178315}",,,1,2,4
569,Face,2024-11-28 14:36:31,2024-11-28 14:36:32,"{""box"":{""left"":4648,""right"":1108,""top"":5148,""bottom"":1750},""time"":1732772191961},{""box"":{""left"":4846,""right"":917,""top"":5339,""bottom"":1551},""time"":1732772192021}","25,34",male,,,
