103,LicensePlate,2024-12-26 09:51:04,2024-12-26 09:51:26,"{""box"":{""left"":2327,""right"":6534,""top"":2615,""bottom"":6875},""time"":1735174264710}",,,大阪,593,ゆ
104,LicensePlate,2024-12-26 09:51:20,2024-12-26 09:51:20,"{""box"":{""left"":5072,""right"":6421,""top"":5704,""bottom"":7052},""time"":1735174280816}",,,6,2,0
