placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
rainbow-line-parking-lot-2-gate,Face,2026-05-01 00:00:00,2026-05-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-02 00:00:00,2026-05-03 00:00:00,267,1,40,13,11,31,28,25,22,45,0,0,3,1,7,10,4,5,21,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-03 00:00:00,2026-05-04 00:00:00,147,0,19,5,5,12,23,28,32,16,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-04 00:00:00,2026-05-05 00:00:00,166,2,44,7,4,11,25,22,26,10,0,6,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-05 00:00:00,2026-05-06 00:00:00,160,1,41,14,9,11,17,9,9,36,0,2,1,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-06 00:00:00,2026-05-07 00:00:00,248,3,42,11,9,18,42,27,46,19,0,2,1,3,2,9,5,5,4,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-07 00:00:00,2026-05-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-08 00:00:00,2026-05-09 00:00:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-09 00:00:00,2026-05-10 00:00:00,41,0,3,2,2,2,2,2,8,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-10 00:00:00,2026-05-11 00:00:00,167,1,36,4,12,23,19,15,12,20,2,3,1,2,2,2,7,4,2,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-11 00:00:00,2026-05-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-12 00:00:00,2026-05-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-13 00:00:00,2026-05-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rainbow-line-parking-lot-2-gate,Face,2026-05-14 00:00:00,2026-05-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
