102,LicensePlate,2024-12-13 10:16:14,2024-12-13 10:16:17,"{""box"":{""left"":2469,""right"":6536,""top"":2730,""bottom"":6868},""time"":1734052574320}",,,福井,341,ち
103,LicensePlate,2024-12-13 10:16:19,2024-12-13 10:16:23,"{""box"":{""left"":6279,""right"":7324,""top"":6846,""bottom"":8704},""time"":1734052579853}",,,3,1,1
