258,LicensePlate,2024-12-13 14:16:13,2024-12-13 14:16:19,"{""box"":{""left"":2505,""right"":6815,""top"":2811,""bottom"":7182},""time"":1734066973067}",,,岡崎,300,せ
259,LicensePlate,2024-12-13 14:16:21,2024-12-13 14:16:28,"{""box"":{""left"":5666,""right"":8480,""top"":6369,""bottom"":9650},""time"":1734066981440}",,,4,9,7
