106,LicensePlate,2024-12-13 10:37:28,2024-12-13 10:37:33,"{""box"":{""left"":2322,""right"":6720,""top"":2620,""bottom"":7129},""time"":1734053848970}",,,大阪,330,て
107,LicensePlate,2024-12-13 10:37:34,2024-12-13 10:37:37,"{""box"":{""left"":6081,""right"":8046,""top"":6688,""bottom"":9142},""time"":1734053854481}",,,3,73,1
